1,2
24,153
24,153
51,66
51,66
51,66
51,66
60,99
60,99
60,162
60,162
60,165
60,165
60,169
63,58
63,58
63,146
63,146
63,163
63,163
63,167
66,128
66,128
66,128
66,128
92,9
92,9
92,9
92,9
92,38
92,38
92,123
92,123
99,60
99,60
124,95
124,103
137,56
137,56
140,56
140,56
140,78
140,78
140,82
140,82
140,157
140,157
140,173
140,173
145,27
145,27
145,51
145,51
145,57
145,57
145,58
145,58
145,58
145,58
145,82
145,82
145,105
145,105
145,107
145,107
145,111
145,111
145,146
145,146
145,146
145,146
145,147
145,147
145,163
145,163
163,27
163,27
163,27
163,27
163,27
163,27
163,27
163,27
163,94
163,94
163,94
163,94
163,128
163,128
163,128
163,128
167,33
167,33
167,103
167,103
167,103
167,103
169,155
178,82
178,82
178,147
178,147
114,169
114,169
114,123
114,123
114,123
114,123
114,123
114,123
114,38
114,38
114,38
114,38
114,110
114,110
114,155
114,155
114,155
114,155
114,169
114,169
114,169
114,169
114,65
114,65
114,65
114,65
114,112
114,112
114,112
114,112
114,145
114,145
114,169
114,169
114,169
114,169
114,110
114,110
114,169
114,169
114,169
114,169
114,11
114,11
114,110
114,110
114,155
114,155
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,169
123,114
123,114
123,114
123,114
114,22
114,22
114,22
114,22
114,65
114,65
114,65
114,65
114,112
114,112
114,112
114,112
114,160
114,160
114,160
114,160
112,65
112,65
112,114
112,114
112,145
112,145
114,65
114,65
114,169
114,169
114,112
114,112
114,112
114,112
114,169
114,169
114,110
114,110
114,110
114,110
114,169
114,169
114,169
114,169
114,145
114,145
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,145
114,145
114,145
114,145
114,169
114,169
114,169
114,169
114,22
114,22
114,29
114,29
114,38
114,38
114,50
114,50
114,65
114,65
114,110
114,110
114,112
114,112
114,123
114,123
114,145
114,145
114,155
114,155
114,160
114,160
114,169
114,169
114,155
114,155
114,169
114,169
114,169
114,169
114,155
114,155
114,38
114,38
114,110
114,110
114,155
114,155
114,169
114,169
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,155
114,169
114,169
114,155
114,155
114,155
114,155
114,155
114,155
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,22
114,22
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,169
114,38
114,38
114,169
114,169
114,38
114,38
114,155
114,155
114,65
114,65
114,65
114,65
114,155
114,155
114,65
114,65
65,38
65,38
114,110
114,110
38,65
38,65
38,112
38,112
114,169
114,169
155,114
155,114
65,22
65,160
155,114
155,114
155,114
155,114
155,145
155,145
169,110
169,110
114,155
114,155
22,65
22,65
155,110
155,110
155,110
155,110
112,65
112,65
112,114
112,114
114,112
114,112
169,114
169,114
155,114
155,114
155,169
155,169
169,114
169,114
160,22
114,169
114,169
160,22
160,22
169,114
169,114
169,114
169,114
169,114
169,114
169,114
169,114
169,114
169,114
155,114
155,114
155,110
155,110
155,110
155,110
114,155
114,155
114,38
114,38
114,38
114,38
114,155
114,155
114,155
114,155
169,114
169,114
169,114
169,114
155,114
155,114
38,114
38,114
169,114
169,114
169,114
169,114
169,165
169,165
169,165
169,165
114,165
114,165
114,165
114,165
114,169
114,169
114,107
114,107
107,114
107,114
38,65
38,65
169,110
169,110
169,114
169,114
155,169
155,169
107,114
107,114
107,114
107,114
38,11
38,11
155,110
155,110
155,110
155,110
169,114
169,114
169,110
169,110
169,114
169,114
169,155
169,155
169,165
169,165
169,110
169,110
169,46
169,46
38,11
38,11
65,22
65,160
169,114
169,114
169,114
169,114
169,114
169,114
169,165
169,165
169,110
169,110
169,114
169,114
169,155
169,155
169,165
169,165
155,110
155,110
155,110
155,110
114,38
114,38
169,110
169,110
169,114
169,114
169,155
169,155
169,165
169,165
169,6
169,6
169,110
169,110
169,114
169,114
169,155
169,155
169,165
169,165
114,110
114,110
114,155
114,155
114,165
114,165
114,169
114,169
114,110
114,110
114,155
114,155
114,165
114,165
114,169
114,169
38,11
38,11
38,11
38,11
169,114
169,114
169,114
169,114
169,114
169,114
107,114
107,114
107,114
107,114
107,114
107,114
107,114
107,114
114,155
114,155
155,114
155,114
38,11
38,11
114,107
114,107
50,167
50,167
38,11
38,11
50,167
50,167
169,114
169,114
145,128
145,128
114,107
114,107
114,107
114,107
38,96
38,96
114,112
114,112
114,112
114,112
169,114
169,114
160,22
50,167
50,167
50,167
50,167
160,22
155,114
155,114
114,107
114,107
114,107
114,107
114,107
114,107
114,107
114,107
114,107
114,107
114,107
114,107
112,107
112,107
114,165
114,165
50,167
50,167
114,110
114,110
114,155
114,155
114,169
114,169
50,167
50,167
50,167
50,167
50,167
50,167
114,107
114,107
114,107
114,107
155,110
155,110
114,110
114,110
107,114
107,114
160,22
155,110
155,110
155,110
155,110
155,114
155,114
155,165
155,165
155,169
155,169
169,110
169,110
169,114
169,114
169,155
169,155
169,165
169,165
107,114
107,114
145,51
145,51
145,112
169,110
169,110
169,114
