Id,SBM_map1,SBM_map2,SBM_map3,SBM_map4,SBM_map5,SBM_map6,SBM_map7,SBM_map8,SBM_map10,SBM_map13,SBM_map17,SBM_map22,SBM_map26,SBM_map28,SBM_map32,SBM_map36,SBM_map40,SBM_map43,SBM_map45,SBM_map48,SBM_map51,SBM_map52,SBM_map55,SBM_map61,SBM_map64,SBM_map67,SBM_map69,SBM_map71,SBM_map72,SBM_map73,SBM_map74,SBM_map75
120873,0.725065020476491,-0.639254203349538,0.35306925245144,-0.981707117794108,-1.41997050528429,-0.441321366306188,-0.264191886712687,0.711579355162659,0.641798425283385,0.339657562213095,0.137623848033727,0.0989261736856973,-0.179554891820021,-1.25741687947638,-0.426854549975188,-1.06210903404005,0.866064770079709,-0.409747019438128,-0.388249414506274,1.64111714477577,0.439271187043943,0.791762077541859,-0.0782197184459854,-0.982330518883116,1.0703631562733,0.220315931227415,0.776854690820275,-2.02240426915807,1.20325591140225,1.0835159906041,0.564201062416498,-0.00200647046146332
135376,-1.32885517999257,0.502969753806401,0.0132317013444095,1.12849552784157,-0.0707375646601423,0.398475558286676,-0.466050924255945,-0.435455048103099,0.342846874647204,-0.672254090413486,0.972934189748479,-0.177949621540486,0.742952144856929,1.17550831192138,0.0838946750835239,0.0443167847384918,1.15492412216351,1.03457411347721,-0.612464440042063,0.516993239656316,-0.875615987795008,-0.073326322807159,0.989571214184149,-0.0575427839344415,0.371700785576966,-0.513080974812983,-0.457550455919982,1.47621621190866,0.381051565891787,0.163436355876607,0.403781810461242,-0.295124619655549
139149,0.732267758452021,-1.24155378389454,0.654941571847267,-0.289215886206612,0.158316102930639,0.0291653968740046,1.43924227407163,-0.832815924882616,1.28546804200849,-2.13290087907889,-1.48815313696543,-0.202826245240087,2.03408282012719,0.323567941649,-1.67673756747867,0.41474701325993,0.498361517731076,-1.21271427243466,1.24996082094671,0.507938223679125,1.36017631715772,-0.910224904564353,-0.257113618696546,0.597229406026125,1.22075552461089,-0.0592126867015328,-0.435494132435865,-0.0929706386844303,1.09091002398858,-0.448561695659149,-0.508497017936105,0.350433550277138
146791,-0.343917069918599,-1.05251937684335,-1.15052141642605,0.765989343920208,0.923129039823133,0.674051564004568,-0.492672701600681,1.28238757514731,-1.9145829050958,-1.26985098096892,0.187572799080698,-0.355915059015767,0.0648527907796997,0.159363016663454,-2.01882209985667,-0.0265551586391205,-0.732960259271825,-0.981925322586148,0.440148944400517,-3.06031269087673,-0.331994817275808,-3.01309636246073,-0.295110445719908,0.829696883454049,-0.450725886404264,-0.791032114422133,-1.11582120772836,-0.0222957445619902,-0.245844474778801,-0.705539353385501,0.0613436976938719,0.448965916412332
153870,-0.208685370038194,-0.562697170732706,-0.362163572575973,1.02557066449932,0.151689595172515,-0.130409633241643,-1.10592178979707,0.502029290306541,-0.0977350134638413,1.56183250621763,1.96195459334443,-0.420547833552727,0.956431276067483,-0.873050145798343,0.673888482896995,-1.02749562436817,-0.0123885097529947,0.0824372092859993,1.29331194786998,0.577215025660259,-0.499646857773213,0.474353078365158,1.34227267895508,-0.978411508527799,0.158491726440326,0.889752565077627,0.795368184238262,0.73878790436817,0.475415358432113,2.34038383340522,2.51603833496306,-0.55143997431681
167403,-0.009534178992276,-0.371165244353248,-0.348090054557821,0.994007408225887,1.11395749016162,-1.84721832509226,0.244621410636708,-1.5751557919962,1.42568634797739,-1.36923152332807,0.24053953404457,-1.61892121982953,-0.591006611526044,-2.83085200775512,-1.17336491334887,1.27721503888389,-1.62904552566195,-0.355655303911376,-0.6790730012627,-0.305936807131842,-0.264168144156166,-0.446782984343249,-0.0308336064921212,1.30489356283796,0.835378139352818,-0.741826137964721,-0.206366107697258,0.476910276843004,1.69393722419416,1.2696842938921,0.68186810720948,1.51106140970644
179564,1.17919784609353,-0.349650185910967,0.659046026151232,1.67388616202185,1.12508140453541,-0.427052106473029,0.11178359890781,-0.690495375287736,1.51320494455172,0.0971400890001938,1.85007879585148,-0.565340977717319,2.6975932348699,1.58980691949452,2.13884302440474,0.178605909443253,-0.355365452674942,-0.480372408732787,1.39628953945536,2.48355371903208,0.784285973153997,0.977792266159052,1.97732357602109,-0.721234790860973,-0.172975075498933,-0.558963138674693,2.04301201177403,1.4729112708166,-1.27720251908024,-0.113615041632009,-0.0494736111574131,0.934987673525647
179614,1.39051401018237,1.35689593349465,0.444021883057084,0.134587030096524,0.519290045939854,-0.859089714678969,-0.46416888929217,0.554182521535995,0.0647264713694436,1.0013298909196,0.519185989249993,-0.0556990622972101,0.630009212266867,0.295620983681915,0.102675132715075,1.40872390397147,0.223731000011251,0.461464660083334,0.322156578814339,-1.15953253012066,0.141879277616307,-0.0473631778594639,-1.1602437212302,-0.0418947545000559,1.05067960345636,0.916980432132946,-0.665785143235893,0.070681351297045,-0.384860921251886,0.0603982042735691,0.424810853870015,-0.045953295985148
180172,0.45845852008067,1.49903862480347,-1.77746930363092,0.161159484201969,-0.139316168096873,-3.09961037094686,0.136310907007146,-0.369304401219831,1.11271408907438,0.897520041453002,-0.155556955904967,0.700634339271938,1.37513247151571,-0.304642923169136,-1.85346056891792,0.0257809372315536,0.908197906713545,0.232210060382679,0.0937878924368269,-0.737707637874611,-1.3756634558285,0.532327280181513,0.179212035846208,-0.241913679884602,-0.243907429099339,1.28739725566813,-1.03712548598918,0.703298741648877,0.626870740295465,0.328093706550413,-0.499500746178088,0.516312006662832
191161,0.562707848632219,1.6369751946659,1.47554924814707,0.296063594313233,0.275471445383462,-1.23052193541998,0.622632724789449,1.16124715979065,1.07245610984434,-1.19905852671183,-0.403885015715614,0.350680810889197,1.00396735788319,-0.560231975016712,1.31328416769467,0.494580182267561,1.52262222212427,0.726925472297941,0.601516434950462,1.53004783122305,0.6130395642702,-0.808411934674768,2.32059137427946,-0.873954809441847,0.742530906303342,-0.706735895969761,-0.863788587196106,0.0845571833758531,-1.15795537596794,-0.755774545746357,-1.48462422225133,-1.14487069943866
197297,0.0825486064372285,-0.657805792726967,-1.49242377576582,-0.837748214998106,0.721737253198964,1.22230196190041,2.28764836702752,0.198475633175241,-0.0946563218196987,1.02759209266158,0.815227321130207,1.14985181971748,-0.645725359922522,0.180136657334791,0.786555664676646,0.724110237645413,0.154872427454052,-1.99187027498243,0.0480789580352705,-1.30655798693261,-0.0447293495521415,-0.854707135534802,-0.897078485813572,0.359318265813977,-0.435160938251267,-0.541126234585059,0.363667848387983,-0.545821375913619,-0.868450093633829,0.367414888821043,-0.0388032627550204,1.00336426982761
199397,0.127855594642323,1.25319535283604,1.44497384317243,0.277371658375909,0.343326957866152,-0.917724556284233,-1.14002523699781,-1.19439572483117,-1.35208966792509,-1.04488943814267,0.964256582363731,-0.93911512532724,0.903309130284156,-0.356062549522227,0.471795803649584,-0.33608994595956,-1.05584701137974,1.4171589445831,0.796437185780824,0.402915822828703,-1.10154678472011,-0.220382667056375,0.355934334965211,-0.0303644871374416,-0.275718980994245,-0.30054930861102,0.831973210933166,0.578781190603615,-1.42218836997559,-1.19921555574597,-0.5253901072823,-0.894147534446238
216806,0.483255564705527,0.139495189587702,-0.670946147636765,1.08960267437766,0.00450406627986737,0.0591485190949832,-0.190136410995224,-0.0045994891765704,0.867181240527067,0.376775593582441,-0.0902692848524313,-0.247549411513387,0.331595185083966,-0.265298082787691,1.85092663317727,-0.826437965661616,1.00770185189172,2.6637488932247,1.08738942869877,2.29421636834468,0.0786988365412828,1.44053188323696,0.623423162178457,0.509387816874084,0.728752609997894,-0.151418741606132,1.69890323695791,0.460504483655264,-0.599519006815646,1.22930461838258,0.998583934598547,0.0431272616948552
222333,0.091797157509677,-0.667358121578934,-0.322861997144428,0.0115064066848736,0.0802295838431625,0.718356192082383,-1.11998892238346,1.15896312724736,-0.4766034788909,-1.10436191194247,0.409147860035695,0.402879016967777,0.0870525207090949,1.02989533738924,-1.15727831213615,-1.54210217303771,0.0836272688317471,-1.70526307932144,0.475815365468651,-1.09165780659011,0.264723929823144,0.326420392944983,-0.0508620855595503,0.870602387727756,0.609465348022747,1.18187753046898,-2.27946902599929,-0.0134839351242364,-0.0126933675093638,-1.24434564001973,-1.0804418550149,-0.788502417436417
224755,1.04556841195787,0.694995651571987,0.719130476706975,0.581832627462585,-0.924854060364049,1.2102764510924,-0.3516229771727,1.0480872366577,0.863717449381299,0.376738097024366,-0.979307591783554,0.356881180839739,-1.37848892430526,-0.176907071760885,-1.16135257648846,0.706267692409877,-0.454270690381685,-1.07547555365984,-0.45451267058873,0.00152652006484984,1.54360931785324,0.625577289645041,-0.788985594508563,-1.93630941197194,1.2080101106216,1.74681611831861,0.692747331826159,-0.910828747119075,-0.84648581521285,0.373369513796541,0.110397942226154,-1.48081219664838
244353,-0.183436927665552,-0.0222901391710354,0.757532803914383,-0.0212822423467136,-1.21474597140625,2.89557708990598,-0.855496071045754,0.0363469593761559,0.234076256942186,0.0182236597973335,0.0505256081835849,-0.144644794143012,0.416295567265141,-0.503633249353235,0.654669154399712,-0.0764870232432043,-0.0168947881911234,0.658988132169444,-1.46716331810298,0.414680001191238,0.0314721618367973,0.167487671972,-0.547261823876622,-0.0390802167704034,-0.243151158726402,0.0955421864450671,1.05852970623223,0.215893738187976,-0.159153664610378,-1.30857504178246,0.317674005656367,-0.217100714171933
259678,0.0747123415356768,-0.278614406196359,-0.452977611926723,1.15475187974673,0.580758254995175,1.01570137433222,-0.874188074971691,0.713891103489707,-0.673833346051268,-0.00022077143333167,-0.11092826675069,0.48636128867551,0.301361312628532,0.979420943170581,2.29338474658569,0.0964366643075762,0.452003938276039,-0.0355439314747454,1.03943601089903,0.556539380468686,0.504849877259721,0.137735491209986,0.834591761755919,0.891420629598224,1.29709464798504,-0.154380319209223,-1.21017962734574,0.949861288555146,0.64252185295971,1.44759923234919,-0.279818664663077,0.112956645617439
267327,-0.75755441480215,0.730417710980382,-0.150534810296943,-1.13488554767866,-1.12112577871768,0.767289164782654,0.371629450334959,0.894604312630519,0.486230852839855,-0.490910261660348,-0.928512520090294,-1.2272608390282,-0.992704875388195,-1.03397502225684,-0.809707637386891,1.06112094650809,0.82634346621158,-0.826520596616582,-0.151824052646004,0.206460650649594,-0.750259384994838,-0.125514212482319,-0.413971547388766,0.669808464039453,0.395740165505377,-0.276859909038374,-0.800349083977181,0.134118998487128,-0.0274289089752869,-0.103828382888496,-0.36044026323638,-0.061510809350674
273218,-1.44230752732201,-0.464882932737152,-1.58771999564658,0.216769447685628,-0.16385561085285,1.36601640537841,1.74234616252331,-2.30563897279915,-1.43710371482628,-1.90227023373195,0.696538721624257,-0.3692202639318,-0.682589019061513,-0.824413981218864,0.88413995283342,0.839983373879987,-2.48111007811912,0.688690974999494,-2.2190925875961,-0.537799916240259,0.560053184705747,-0.793231910939671,0.885394223398687,0.390847757906771,-1.34747907862998,-0.851442852570059,0.249534997589082,0.0689222697480471,0.922137194977514,0.572448712301678,0.969123283750449,1.4065614925076
